Region of UK,Area of Residence,Year,Visits by region of UK and area of residence,Spendings by region of UK and area of residence,Nights Spent by region of UK and area of residence
South West,European Union,2021 Q1,16000.0,3.0,258000.0
South West,EU15,2021 Q1,14000.0,3.0,210000.0
South West,Other European Union,2021 Q1,1000.0,0.0,47000.0
South West,Other Countries,2021 Q1,2000.0,6.0,176000.0
South West,Total World,2021 Q1,19000.0,10.0,512000.0
Total England,North America,2021 Q1,29000.0,27.0,1280000.0
Total England,Europe,2021 Q1,149000.0,135.0,6266000.0
Total England,European Union,2021 Q1,139000.0,119.0,5722000.0
Total England,EU15,2021 Q1,105000.0,80.0,3726000.0
Total England,Other European Union,2021 Q1,34000.0,39.0,1996000.0
Total England,Other Countries,2021 Q1,53000.0,108.0,3765000.0
Total England,Total World,2021 Q1,231000.0,270.0,11312000.0
Scotland,North America,2021 Q1,1000.0,3.0,85000.0
Scotland,Europe,2021 Q1,5000.0,5.0,270000.0
Scotland,European Union,2021 Q1,5000.0,5.0,249000.0
Scotland,EU15,2021 Q1,3000.0,3.0,169000.0
Scotland,Other European Union,2021 Q1,2000.0,1.0,80000.0
Scotland,Other Countries,2021 Q1,2000.0,4.0,149000.0
Scotland,Total World,2021 Q1,8000.0,12.0,505000.0
Wales,North America,2021 Q1,1000.0,0.0,10000.0
Wales,Europe,2021 Q1,3000.0,2.0,60000.0
Wales,European Union,2021 Q1,3000.0,2.0,60000.0
Wales,EU15,2021 Q1,3000.0,2.0,60000.0
Wales,Other European Union,2021 Q1,0.0,0.0,0.0
Wales,Other Countries,2021 Q1,1000.0,1.0,40000.0
Wales,Total World,2021 Q1,4000.0,3.0,110000.0
All Regions,North America,2021 Q1,31000.0,31.0,1398000.0
All Regions,Europe,2021 Q1,158000.0,143.0,6611000.0
All Regions,European Union,2021 Q1,147000.0,127.0,6030000.0
All Regions,EU15,2021 Q1,111000.0,86.0,3940000.0
All Regions,Other European Union,2021 Q1,36000.0,41.0,2090000.0
All Regions,Other Countries,2021 Q1,56000.0,113.0,3960000.0
All Regions,Total World,2021 Q1,245000.0,287.0,11969000.0
North East,North America,2021 Q2,0.0,0.0,6000.0
North East,Europe,2021 Q2,4000.0,5.0,213000.0
North East,European Union,2021 Q2,4000.0,5.0,208000.0
North East,EU15,2021 Q2,4000.0,4.0,156000.0
North East,Other European Union,2021 Q2,1000.0,1.0,52000.0
North East,Other Countries,2021 Q2,1000.0,3.0,66000.0
North East,Total World,2021 Q2,6000.0,9.0,286000.0
North West,North America,2021 Q2,3000.0,4.0,208000.0
North West,Europe,2021 Q2,29000.0,27.0,1263000.0
North West,European Union,2021 Q2,27000.0,23.0,1146000.0
North West,EU15,2021 Q2,21000.0,17.0,645000.0
North West,Other European Union,2021 Q2,5000.0,6.0,501000.0
North West,Other Countries,2021 Q2,5000.0,32.0,488000.0
North West,Total World,2021 Q2,38000.0,63.0,1959000.0
Yorkshire and the Humber,North America,2021 Q2,1000.0,1.0,52000.0
Yorkshire and the Humber,Europe,2021 Q2,12000.0,10.0,342000.0
Yorkshire and the Humber,European Union,2021 Q2,11000.0,9.0,302000.0
Yorkshire and the Humber,EU15,2021 Q2,10000.0,9.0,285000.0
Yorkshire and the Humber,Other European Union,2021 Q2,1000.0,1.0,17000.0
Yorkshire and the Humber,Other Countries,2021 Q2,2000.0,9.0,182000.0
Yorkshire and the Humber,Total World,2021 Q2,15000.0,21.0,576000.0
East Midlands,North America,2021 Q2,1000.0,1.0,40000.0
East Midlands,Europe,2021 Q2,12000.0,10.0,567000.0
East Midlands,European Union,2021 Q2,11000.0,9.0,502000.0
East Midlands,EU15,2021 Q2,9000.0,7.0,249000.0
East Midlands,Other European Union,2021 Q2,2000.0,2.0,253000.0
East Midlands,Other Countries,2021 Q2,3000.0,12.0,262000.0
East Midlands,Total World,2021 Q2,17000.0,23.0,869000.0
West Midlands,North America,2021 Q2,2000.0,3.0,89000.0
West Midlands,Europe,2021 Q2,18000.0,16.0,662000.0
West Midlands,European Union,2021 Q2,18000.0,16.0,650000.0
West Midlands,EU15,2021 Q2,15000.0,13.0,338000.0
West Midlands,Other European Union,2021 Q2,3000.0,3.0,313000.0
West Midlands,Other Countries,2021 Q2,3000.0,14.0,273000.0
West Midlands,Total World,2021 Q2,23000.0,33.0,1024000.0
East of England,North America,2021 Q2,4000.0,7.0,172000.0
East of England,Europe,2021 Q2,23000.0,16.0,647000.0
East of England,European Union,2021 Q2,20000.0,13.0,566000.0
East of England,EU15,2021 Q2,15000.0,9.0,351000.0
East of England,Other European Union,2021 Q2,5000.0,4.0,216000.0
East of England,Other Countries,2021 Q2,3000.0,21.0,210000.0
East of England,Total World,2021 Q2,30000.0,44.0,1029000.0
London,North America,2021 Q2,24000.0,24.0,535000.0
London,Europe,2021 Q2,74000.0,69.0,1792000.0
London,European Union,2021 Q2,64000.0,55.0,1422000.0
London,EU15,2021 Q2,51000.0,42.0,990000.0
London,Other European Union,2021 Q2,13000.0,13.0,433000.0
London,Other Countries,2021 Q2,24000.0,101.0,1096000.0
London,Total World,2021 Q2,122000.0,195.0,3424000.0
South East,North America,2021 Q2,7000.0,11.0,219000.0
South East,Europe,2021 Q2,32000.0,42.0,1455000.0
South East,European Union,2021 Q2,29000.0,38.0,1354000.0
South East,EU15,2021 Q2,23000.0,30.0,875000.0
South East,Other European Union,2021 Q2,6000.0,8.0,479000.0
South East,Other Countries,2021 Q2,7000.0,12.0,549000.0
South East,Total World,2021 Q2,46000.0,64.0,2223000.0
South West,North America,2021 Q2,3000.0,5.0,110000.0
South West,Europe,2021 Q2,16000.0,19.0,717000.0
South West,European Union,2021 Q2,14000.0,15.0,618000.0
South West,EU15,2021 Q2,11000.0,12.0,404000.0
South West,Other European Union,2021 Q2,2000.0,3.0,214000.0
South West,Other Countries,2021 Q2,3000.0,8.0,197000.0
South West,Total World,2021 Q2,23000.0,32.0,1025000.0
Total England,North America,2021 Q2,43000.0,56.0,1432000.0
Total England,Europe,2021 Q2,215000.0,214.0,7658000.0
Total England,European Union,2021 Q2,192000.0,183.0,6770000.0
Total England,EU15,2021 Q2,153000.0,143.0,4294000.0
Total England,Other European Union,2021 Q2,39000.0,40.0,2476000.0
Total England,Other Countries,2021 Q2,49000.0,212.0,3324000.0
Total England,Total World,2021 Q2,307000.0,483.0,12414000.0
Scotland,North America,2021 Q2,6000.0,8.0,402000.0
Scotland,Europe,2021 Q2,16000.0,17.0,960000.0
Scotland,European Union,2021 Q2,15000.0,16.0,710000.0
Scotland,EU15,2021 Q2,14000.0,14.0,622000.0
Scotland,Other European Union,2021 Q2,1000.0,2.0,87000.0
Scotland,Other Countries,2021 Q2,3000.0,16.0,341000.0
Scotland,Total World,2021 Q2,25000.0,41.0,1702000.0
Wales,North America,2021 Q2,1000.0,1.0,42000.0
Wales,Europe,2021 Q2,9000.0,6.0,391000.0
Wales,European Union,2021 Q2,8000.0,6.0,355000.0
Wales,EU15,2021 Q2,7000.0,5.0,317000.0
Wales,Other European Union,2021 Q2,1000.0,1.0,37000.0
Wales,Other Countries,2021 Q2,1000.0,2.0,78000.0
Wales,Total World,2021 Q2,11000.0,9.0,510000.0
All Regions,North America,2021 Q2,51000.0,68.0,1946000.0
All Regions,Europe,2021 Q2,242000.0,247.0,9084000.0
All Regions,European Union,2021 Q2,216000.0,205.0,7863000.0
All Regions,EU15,2021 Q2,173000.0,162.0,5249000.0
All Regions,Other European Union,2021 Q2,42000.0,44.0,2614000.0
All Regions,Other Countries,2021 Q2,53000.0,231.0,3745000.0
All Regions,Total World,2021 Q2,346000.0,545.0,14775000.0
North East,North America,2021 Q3,5000.0,3.0,78000.0
North East,Europe,2021 Q3,25000.0,10.0,230000.0
North East,European Union,2021 Q3,24000.0,10.0,219000.0
North East,EU15,2021 Q3,17000.0,8.0,197000.0
North East,Other European Union,2021 Q3,7000.0,2.0,21000.0
North East,Other Countries,2021 Q3,8000.0,17.0,366000.0
North East,Total World,2021 Q3,38000.0,30.0,674000.0
North West,North America,2021 Q3,19000.0,13.0,318000.0
North West,Europe,2021 Q3,175000.0,71.0,1836000.0
North West,European Union,2021 Q3,168000.0,69.0,1782000.0
North West,EU15,2021 Q3,133000.0,56.0,1376000.0
North West,Other European Union,2021 Q3,36000.0,13.0,406000.0
North West,Other Countries,2021 Q3,31000.0,66.0,1389000.0
North West,Total World,2021 Q3,225000.0,150.0,3542000.0
Yorkshire and the Humber,North America,2021 Q3,8000.0,6.0,100000.0
Yorkshire and the Humber,Europe,2021 Q3,68000.0,36.0,699000.0
Yorkshire and the Humber,European Union,2021 Q3,64000.0,31.0,658000.0
Yorkshire and the Humber,EU15,2021 Q3,47000.0,24.0,482000.0
Yorkshire and the Humber,Other European Union,2021 Q3,16000.0,7.0,176000.0
Yorkshire and the Humber,Other Countries,2021 Q3,11000.0,30.0,608000.0
Yorkshire and the Humber,Total World,2021 Q3,87000.0,73.0,1407000.0
East Midlands,North America,2021 Q3,5000.0,3.0,66000.0
East Midlands,Europe,2021 Q3,76000.0,23.0,647000.0
East Midlands,European Union,2021 Q3,71000.0,21.0,608000.0
East Midlands,EU15,2021 Q3,47000.0,14.0,370000.0
East Midlands,Other European Union,2021 Q3,24000.0,7.0,238000.0
East Midlands,Other Countries,2021 Q3,7000.0,17.0,432000.0
East Midlands,Total World,2021 Q3,88000.0,43.0,1146000.0
West Midlands,North America,2021 Q3,13000.0,15.0,322000.0
West Midlands,Europe,2021 Q3,115000.0,45.0,1083000.0
West Midlands,European Union,2021 Q3,106000.0,42.0,973000.0
West Midlands,EU15,2021 Q3,71000.0,24.0,579000.0
West Midlands,Other European Union,2021 Q3,35000.0,18.0,394000.0
West Midlands,Other Countries,2021 Q3,15000.0,52.0,1072000.0
West Midlands,Total World,2021 Q3,143000.0,113.0,2477000.0
East of England,North America,2021 Q3,18000.0,16.0,305000.0
East of England,Europe,2021 Q3,167000.0,58.0,2039000.0
East of England,European Union,2021 Q3,154000.0,48.0,1865000.0
East of England,EU15,2021 Q3,105000.0,35.0,1143000.0
East of England,Other European Union,2021 Q3,48000.0,13.0,723000.0
East of England,Other Countries,2021 Q3,12000.0,27.0,555000.0
East of England,Total World,2021 Q3,198000.0,101.0,2899000.0
London,North America,2021 Q3,162000.0,186.0,1982000.0
London,Europe,2021 Q3,512000.0,350.0,5340000.0
London,European Union,2021 Q3,456000.0,289.0,4519000.0
London,EU15,2021 Q3,382000.0,245.0,3599000.0
London,Other European Union,2021 Q3,73000.0,44.0,921000.0
London,Other Countries,2021 Q3,102000.0,216.0,2569000.0
London,Total World,2021 Q3,775000.0,751.0,9891000.0
South East,North America,2021 Q3,43000.0,33.0,710000.0
South East,Europe,2021 Q3,242000.0,109.0,2249000.0
South East,European Union,2021 Q3,225000.0,89.0,2035000.0
South East,EU15,2021 Q3,166000.0,75.0,1651000.0
South East,Other European Union,2021 Q3,59000.0,14.0,383000.0
South East,Other Countries,2021 Q3,31000.0,73.0,1517000.0
South East,Total World,2021 Q3,317000.0,215.0,4476000.0
South West,North America,2021 Q3,20000.0,10.0,229000.0
South West,Europe,2021 Q3,116000.0,55.0,1119000.0
South West,European Union,2021 Q3,102000.0,49.0,1049000.0
South West,EU15,2021 Q3,78000.0,43.0,820000.0
South West,Other European Union,2021 Q3,24000.0,6.0,230000.0
South West,Other Countries,2021 Q3,13000.0,20.0,508000.0
South West,Total World,2021 Q3,149000.0,85.0,1856000.0
Total England,North America,2021 Q3,261000.0,286.0,4109000.0
Total England,Europe,2021 Q3,1372000.0,756.0,15246000.0
Total England,European Union,2021 Q3,1260000.0,649.0,13712000.0
Total England,EU15,2021 Q3,969000.0,524.0,10220000.0
Total England,Other European Union,2021 Q3,291000.0,125.0,3492000.0
Total England,Other Countries,2021 Q3,207000.0,517.0,9016000.0
Total England,Total World,2021 Q3,1840000.0,1560.0,28372000.0
Scotland,North America,2021 Q3,30000.0,35.0,547000.0
Scotland,Europe,2021 Q3,120000.0,81.0,1530000.0
Scotland,European Union,2021 Q3,111000.0,74.0,1421000.0
Scotland,EU15,2021 Q3,83000.0,60.0,1105000.0
Scotland,Other European Union,2021 Q3,28000.0,14.0,316000.0
Scotland,Other Countries,2021 Q3,16000.0,35.0,630000.0
Scotland,Total World,2021 Q3,167000.0,151.0,2707000.0
Wales,North America,2021 Q3,5000.0,4.0,89000.0
Wales,Europe,2021 Q3,33000.0,15.0,482000.0
Wales,European Union,2021 Q3,32000.0,14.0,441000.0
Wales,EU15,2021 Q3,26000.0,13.0,372000.0
Wales,Other European Union,2021 Q3,6000.0,2.0,69000.0
Wales,Other Countries,2021 Q3,5000.0,10.0,136000.0
Wales,Total World,2021 Q3,43000.0,29.0,707000.0
All Regions,North America,2021 Q3,289000.0,329.0,4805000.0
All Regions,Europe,2021 Q3,1528000.0,881.0,17282000.0
All Regions,European Union,2021 Q3,1395000.0,739.0,15511000.0
All Regions,EU15,2021 Q3,1078000.0,597.0,11633000.0
All Regions,Other European Union,2021 Q3,317000.0,142.0,3878000.0
All Regions,Other Countries,2021 Q3,222000.0,565.0,9810000.0
All Regions,Total World,2021 Q3,2040000.0,1775.0,31896000.0
North East,North America,2021 Q4,4000.0,4.0,43000.0
North East,Europe,2021 Q4,47000.0,37.0,717000.0
North East,European Union,2021 Q4,44000.0,15.0,363000.0
North East,EU15,2021 Q4,36000.0,13.0,308000.0
North East,Other European Union,2021 Q4,8000.0,1.0,55000.0
North East,Other Countries,2021 Q4,7000.0,5.0,169000.0
North East,Total World,2021 Q4,58000.0,46.0,930000.0
North West,North America,2021 Q4,28000.0,27.0,273000.0
North West,Europe,2021 Q4,352000.0,157.0,1997000.0
North West,European Union,2021 Q4,316000.0,134.0,1759000.0
North West,EU15,2021 Q4,238000.0,110.0,1381000.0
North West,Other European Union,2021 Q4,78000.0,24.0,377000.0
North West,Other Countries,2021 Q4,44000.0,65.0,950000.0
North West,Total World,2021 Q4,424000.0,250.0,3220000.0
Yorkshire and the Humber,North America,2021 Q4,7000.0,4.0,119000.0
Yorkshire and the Humber,Europe,2021 Q4,96000.0,38.0,565000.0
Yorkshire and the Humber,European Union,2021 Q4,94000.0,36.0,553000.0
Yorkshire and the Humber,EU15,2021 Q4,73000.0,32.0,459000.0
Yorkshire and the Humber,Other European Union,2021 Q4,20000.0,5.0,94000.0
Yorkshire and the Humber,Other Countries,2021 Q4,14000.0,36.0,468000.0
Yorkshire and the Humber,Total World,2021 Q4,118000.0,78.0,1152000.0
East Midlands,North America,2021 Q4,14000.0,12.0,199000.0
East Midlands,Europe,2021 Q4,93000.0,38.0,746000.0
East Midlands,European Union,2021 Q4,82000.0,33.0,656000.0
East Midlands,EU15,2021 Q4,48000.0,26.0,517000.0
East Midlands,Other European Union,2021 Q4,34000.0,7.0,139000.0
East Midlands,Other Countries,2021 Q4,15000.0,21.0,245000.0
East Midlands,Total World,2021 Q4,121000.0,70.0,1189000.0
West Midlands,North America,2021 Q4,11000.0,6.0,138000.0
West Midlands,Europe,2021 Q4,203000.0,74.0,1296000.0
West Midlands,European Union,2021 Q4,183000.0,65.0,1044000.0
West Midlands,EU15,2021 Q4,127000.0,56.0,811000.0
West Midlands,Other European Union,2021 Q4,56000.0,9.0,234000.0
West Midlands,Other Countries,2021 Q4,15000.0,30.0,401000.0
West Midlands,Total World,2021 Q4,230000.0,110.0,1835000.0
East of England,North America,2021 Q4,23000.0,15.0,355000.0
East of England,Europe,2021 Q4,238000.0,97.0,2061000.0
East of England,European Union,2021 Q4,220000.0,86.0,1898000.0
East of England,EU15,2021 Q4,155000.0,66.0,1433000.0
East of England,Other European Union,2021 Q4,65000.0,20.0,465000.0
East of England,Other Countries,2021 Q4,26000.0,38.0,565000.0
East of England,Total World,2021 Q4,286000.0,151.0,2981000.0
London,North America,2021 Q4,256000.0,295.0,2039000.0
London,Europe,2021 Q4,1214000.0,754.0,7552000.0
London,European Union,2021 Q4,1100000.0,662.0,6726000.0
London,EU15,2021 Q4,964000.0,570.0,5670000.0
London,Other European Union,2021 Q4,136000.0,92.0,1056000.0
London,Other Countries,2021 Q4,258000.0,563.0,4177000.0
London,Total World,2021 Q4,1728000.0,1612.0,13769000.0
South East,North America,2021 Q4,50000.0,45.0,629000.0
South East,Europe,2021 Q4,354000.0,178.0,2841000.0
South East,European Union,2021 Q4,330000.0,164.0,2660000.0
South East,EU15,2021 Q4,258000.0,136.0,2129000.0
South East,Other European Union,2021 Q4,72000.0,28.0,530000.0
South East,Other Countries,2021 Q4,42000.0,44.0,886000.0
South East,Total World,2021 Q4,446000.0,267.0,4356000.0
South West,North America,2021 Q4,26000.0,15.0,222000.0
South West,Europe,2021 Q4,155000.0,72.0,1419000.0
South West,European Union,2021 Q4,139000.0,68.0,1339000.0
South West,EU15,2021 Q4,117000.0,63.0,1173000.0
South West,Other European Union,2021 Q4,21000.0,5.0,165000.0
South West,Other Countries,2021 Q4,20000.0,31.0,404000.0
South West,Total World,2021 Q4,202000.0,119.0,2045000.0
Total England,North America,2021 Q4,374000.0,423.0,4018000.0
Total England,Europe,2021 Q4,2617000.0,1445.0,19194000.0
Total England,European Union,2021 Q4,2390000.0,1263.0,16997000.0
Total England,EU15,2021 Q4,1928000.0,1072.0,13882000.0
Total England,Other European Union,2021 Q4,461000.0,191.0,3116000.0
Total England,Other Countries,2021 Q4,400000.0,834.0,8265000.0
Total England,Total World,2021 Q4,3391000.0,2702.0,31477000.0
Scotland,North America,2021 Q4,46000.0,73.0,667000.0
Scotland,Europe,2021 Q4,209000.0,129.0,1531000.0
Scotland,European Union,2021 Q4,196000.0,113.0,1421000.0
Scotland,EU15,2021 Q4,163000.0,99.0,1172000.0
Scotland,Other European Union,2021 Q4,33000.0,14.0,249000.0
Scotland,Other Countries,2021 Q4,24000.0,56.0,517000.0
Scotland,Total World,2021 Q4,278000.0,258.0,2715000.0
Wales,North America,2021 Q4,8000.0,5.0,96000.0
Wales,Europe,2021 Q4,50000.0,14.0,395000.0
Wales,European Union,2021 Q4,45000.0,11.0,365000.0
Wales,EU15,2021 Q4,37000.0,10.0,331000.0
Wales,Other European Union,2021 Q4,9000.0,2.0,34000.0
Wales,Other Countries,2021 Q4,9000.0,7.0,105000.0
Wales,Total World,2021 Q4,67000.0,26.0,596000.0
All Regions,North America,2021 Q4,421000.0,504.0,4814000.0
All Regions,Europe,2021 Q4,2904000.0,1626.0,21142000.0
All Regions,European Union,2021 Q4,2653000.0,1393.0,18725000.0
All Regions,EU15,2021 Q4,2154000.0,1185.0,15316000.0
All Regions,Other European Union,2021 Q4,499000.0,208.0,3409000.0
All Regions,Other Countries,2021 Q4,428000.0,909.0,8926000.0
All Regions,Total World,2021 Q4,3753000.0,3039.0,34882000.0
North East,North America,2022 Q1,5000.0,5.0,81000.0
North East,Europe,2022 Q1,30000.0,10.0,209000.0
North East,European Union,2022 Q1,26000.0,9.0,178000.0
North East,EU15,2022 Q1,21000.0,9.0,166000.0
North East,Other European Union,2022 Q1,5000.0,1.0,12000.0
North East,Other Countries,2022 Q1,10000.0,26.0,298000.0
North East,Total World,2022 Q1,46000.0,41.0,588000.0
North West,North America,2022 Q1,28000.0,16.0,328000.0
North West,Europe,2022 Q1,264000.0,103.0,1465000.0
North West,European Union,2022 Q1,237000.0,89.0,1276000.0
North West,EU15,2022 Q1,189000.0,82.0,1036000.0
North West,Other European Union,2022 Q1,48000.0,7.0,240000.0
North West,Other Countries,2022 Q1,41000.0,70.0,1307000.0
North West,Total World,2022 Q1,333000.0,189.0,3100000.0
Yorkshire and the Humber,North America,2022 Q1,11000.0,11.0,160000.0
Yorkshire and the Humber,Europe,2022 Q1,101000.0,33.0,916000.0
Yorkshire and the Humber,European Union,2022 Q1,93000.0,30.0,864000.0
Yorkshire and the Humber,EU15,2022 Q1,63000.0,24.0,628000.0
Yorkshire and the Humber,Other European Union,2022 Q1,30000.0,5.0,236000.0
Yorkshire and the Humber,Other Countries,2022 Q1,20000.0,20.0,354000.0
Yorkshire and the Humber,Total World,2022 Q1,132000.0,64.0,1430000.0
East Midlands,North America,2022 Q1,9000.0,6.0,143000.0
East Midlands,Europe,2022 Q1,116000.0,45.0,1135000.0
East Midlands,European Union,2022 Q1,106000.0,43.0,1091000.0
East Midlands,EU15,2022 Q1,56000.0,21.0,519000.0
East Midlands,Other European Union,2022 Q1,50000.0,22.0,571000.0
East Midlands,Other Countries,2022 Q1,10000.0,8.0,167000.0
East Midlands,Total World,2022 Q1,135000.0,59.0,1446000.0
West Midlands,North America,2022 Q1,8000.0,5.0,84000.0
West Midlands,Europe,2022 Q1,188000.0,52.0,1219000.0
West Midlands,European Union,2022 Q1,171000.0,47.0,1151000.0
West Midlands,EU15,2022 Q1,109000.0,39.0,844000.0
West Midlands,Other European Union,2022 Q1,62000.0,8.0,307000.0
West Midlands,Other Countries,2022 Q1,27000.0,26.0,661000.0
West Midlands,Total World,2022 Q1,223000.0,83.0,1964000.0
East of England,North America,2022 Q1,26000.0,15.0,394000.0
East of England,Europe,2022 Q1,255000.0,69.0,1583000.0
East of England,European Union,2022 Q1,231000.0,62.0,1420000.0
East of England,EU15,2022 Q1,164000.0,53.0,1093000.0
East of England,Other European Union,2022 Q1,67000.0,8.0,327000.0
East of England,Other Countries,2022 Q1,26000.0,27.0,586000.0
East of England,Total World,2022 Q1,306000.0,112.0,2563000.0
London,North America,2022 Q1,275000.0,295.0,2027000.0
London,Europe,2022 Q1,1262000.0,734.0,7193000.0
London,European Union,2022 Q1,1156000.0,665.0,6496000.0
London,EU15,2022 Q1,1035000.0,607.0,5813000.0
London,Other European Union,2022 Q1,121000.0,58.0,682000.0
London,Other Countries,2022 Q1,311000.0,635.0,5156000.0
London,Total World,2022 Q1,1849000.0,1664.0,14376000.0
South East,North America,2022 Q1,42000.0,27.0,509000.0
South East,Europe,2022 Q1,298000.0,134.0,2327000.0
South East,European Union,2022 Q1,265000.0,112.0,2100000.0
South East,EU15,2022 Q1,196000.0,94.0,1664000.0
South East,Other European Union,2022 Q1,69000.0,17.0,436000.0
South East,Other Countries,2022 Q1,54000.0,76.0,1770000.0
South East,Total World,2022 Q1,394000.0,237.0,4607000.0
South West,North America,2022 Q1,21000.0,15.0,303000.0
South West,Europe,2022 Q1,168000.0,73.0,1245000.0
South West,European Union,2022 Q1,153000.0,61.0,1059000.0
South West,EU15,2022 Q1,113000.0,50.0,840000.0
South West,Other European Union,2022 Q1,39000.0,11.0,219000.0
South West,Other Countries,2022 Q1,28000.0,44.0,771000.0
South West,Total World,2022 Q1,217000.0,133.0,2319000.0
Total England,North America,2022 Q1,389000.0,396.0,4029000.0
Total England,Europe,2022 Q1,2536000.0,1253.0,17294000.0
Total England,European Union,2022 Q1,2309000.0,1118.0,15638000.0
Total England,EU15,2022 Q1,1852000.0,980.0,12607000.0
Total England,Other European Union,2022 Q1,457000.0,137.0,3031000.0
Total England,Other Countries,2022 Q1,481000.0,933.0,11072000.0
Total England,Total World,2022 Q1,3406000.0,2582.0,32394000.0
Scotland,North America,2022 Q1,27000.0,45.0,402000.0
Scotland,Europe,2022 Q1,191000.0,95.0,1491000.0
Scotland,European Union,2022 Q1,174000.0,86.0,1341000.0
Scotland,EU15,2022 Q1,137000.0,74.0,1054000.0
Scotland,Other European Union,2022 Q1,37000.0,12.0,287000.0
Scotland,Other Countries,2022 Q1,37000.0,44.0,1093000.0
Scotland,Total World,2022 Q1,254000.0,184.0,2986000.0
Wales,North America,2022 Q1,4000.0,2.0,36000.0
Wales,Europe,2022 Q1,61000.0,32.0,722000.0
Wales,European Union,2022 Q1,57000.0,31.0,623000.0
Wales,EU15,2022 Q1,44000.0,24.0,463000.0
Wales,Other European Union,2022 Q1,13000.0,7.0,159000.0
Wales,Other Countries,2022 Q1,8000.0,11.0,322000.0
Wales,Total World,2022 Q1,73000.0,46.0,1081000.0
All Regions,North America,2022 Q1,415000.0,447.0,4500000.0
All Regions,Europe,2022 Q1,2821000.0,1413.0,19541000.0
All Regions,European Union,2022 Q1,2571000.0,1265.0,17635000.0
All Regions,EU15,2022 Q1,2065000.0,1108.0,14158000.0
All Regions,Other European Union,2022 Q1,506000.0,157.0,3477000.0
All Regions,Other Countries,2022 Q1,508000.0,992.0,12516000.0
All Regions,Total World,2022 Q1,3743000.0,2852.0,36558000.0
North East,North America,2022 Q2,19000.0,10.0,111000.0
North East,Europe,2022 Q2,101000.0,31.0,460000.0
North East,European Union,2022 Q2,93000.0,28.0,413000.0
North East,EU15,2022 Q2,80000.0,26.0,331000.0
North East,Other European Union,2022 Q2,13000.0,2.0,82000.0
North East,Other Countries,2022 Q2,17000.0,14.0,255000.0
North East,Total World,2022 Q2,137000.0,56.0,826000.0
North West,North America,2022 Q2,110000.0,75.0,739000.0
North West,Europe,2022 Q2,472000.0,226.0,2413000.0
North West,European Union,2022 Q2,406000.0,176.0,2009000.0
North West,EU15,2022 Q2,324000.0,138.0,1577000.0
North West,Other European Union,2022 Q2,82000.0,37.0,432000.0
North West,Other Countries,2022 Q2,121000.0,111.0,1257000.0
North West,Total World,2022 Q2,703000.0,412.0,4409000.0
Yorkshire and the Humber,North America,2022 Q2,44000.0,28.0,272000.0
Yorkshire and the Humber,Europe,2022 Q2,146000.0,66.0,1158000.0
Yorkshire and the Humber,European Union,2022 Q2,131000.0,63.0,1111000.0
Yorkshire and the Humber,EU15,2022 Q2,103000.0,57.0,963000.0
Yorkshire and the Humber,Other European Union,2022 Q2,28000.0,7.0,147000.0
Yorkshire and the Humber,Other Countries,2022 Q2,45000.0,46.0,593000.0
Yorkshire and the Humber,Total World,2022 Q2,235000.0,140.0,2023000.0
East Midlands,North America,2022 Q2,32000.0,26.0,337000.0
East Midlands,Europe,2022 Q2,137000.0,62.0,751000.0
East Midlands,European Union,2022 Q2,129000.0,58.0,722000.0
East Midlands,EU15,2022 Q2,104000.0,53.0,596000.0
East Midlands,Other European Union,2022 Q2,25000.0,4.0,126000.0
East Midlands,Other Countries,2022 Q2,38000.0,23.0,782000.0
East Midlands,Total World,2022 Q2,207000.0,111.0,1870000.0
West Midlands,North America,2022 Q2,41000.0,33.0,435000.0
West Midlands,Europe,2022 Q2,302000.0,109.0,1828000.0
West Midlands,European Union,2022 Q2,286000.0,104.0,1742000.0
West Midlands,EU15,2022 Q2,197000.0,87.0,1296000.0
West Midlands,Other European Union,2022 Q2,89000.0,16.0,446000.0
West Midlands,Other Countries,2022 Q2,56000.0,67.0,1270000.0
West Midlands,Total World,2022 Q2,399000.0,209.0,3533000.0
East of England,North America,2022 Q2,74000.0,53.0,795000.0
East of England,Europe,2022 Q2,344000.0,126.0,1835000.0
East of England,European Union,2022 Q2,320000.0,108.0,1619000.0
East of England,EU15,2022 Q2,257000.0,85.0,1139000.0
East of England,Other European Union,2022 Q2,63000.0,23.0,480000.0
East of England,Other Countries,2022 Q2,59000.0,72.0,883000.0
East of England,Total World,2022 Q2,477000.0,252.0,3513000.0
London,North America,2022 Q2,1000000.0,1169.0,6844000.0
London,Europe,2022 Q2,2515000.0,1365.0,10528000.0
London,European Union,2022 Q2,2274000.0,1154.0,9363000.0
London,EU15,2022 Q2,1981000.0,1017.0,7759000.0
London,Other European Union,2022 Q2,293000.0,137.0,1604000.0
London,Other Countries,2022 Q2,740000.0,1217.0,8323000.0
London,Total World,2022 Q2,4255000.0,3752.0,25694000.0
South East,North America,2022 Q2,172000.0,117.0,1383000.0
South East,Europe,2022 Q2,581000.0,252.0,3841000.0
South East,European Union,2022 Q2,526000.0,212.0,3409000.0
South East,EU15,2022 Q2,440000.0,180.0,2578000.0
South East,Other European Union,2022 Q2,86000.0,32.0,831000.0
South East,Other Countries,2022 Q2,127000.0,160.0,2767000.0
South East,Total World,2022 Q2,879000.0,529.0,7991000.0
South West,North America,2022 Q2,90000.0,73.0,585000.0
